Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County
VA-W-15106,"The Winery At Rose River Farm, Llc", ,3099 Old Blue Ridge Tpke,Syria,VA,22743,0,Madison
VA-W-15107,"Vanhuss Family Cellars, Llc",Dry Mill Vineyards & Winery,18195 Dry Mill Rd,Leesburg,VA,20175,7024,Loudoun
VA-W-15108,"Altavista Vineyards, Ltd", ,620 Level Run Rd,Hurt,VA,24563,0,Pittsylvania
VA-W-15109,"Vincent's Vineyard, Inc.",Vincent's Vineyard,2313 E Main St,Lebanon,VA,24266,7027,Russell
VA-W-15110,"Table Roc Estates, Inc.",Unicorn Winery,489 Old Bridge Rd,Amissville,VA,20106,2140,Culpeper
VA-W-15111,"Vintage Virginia Apples, Llc",Albemarle Cider Works,2545 Rural Ridge Ln,North Garden,VA,22959,1111,Albemarle
VA-W-15112,"Vinum, Llc",Vinum,5134 Viewmont West Dr,Charlottesville,VA,22902,7811,Charlottesville City
VA-W-15113,Crushed Llc, ,37938 Charles Town Pike,Purcellville,VA,20132,2931,Loudoun
VA-W-15114,Gilbert Tallard,Turk Mountain Vineyards,8982 Dick Woods Rd,Afton,VA,22920,1541,Nelson
VA-W-15116,Coltsfoot Winery Llc, ,19158 Stone Mountain Rd,Abingdon,VA,24210,1702,Washington
VA-W-15117,"The Hague Winery, Inc.", ,8268 Cople Hwy,Hague,VA,22469,0,Westmoreland
VA-W-15118,Paradise Springs Winery Llc,Paradise Springs Winery,13219 Yates Ford Rd,Clifton,VA,20124,1811,Fairfax
VA-W-15120,"Afton Vineyards & Winery, Llc",Afton Mountain Vineyards,234 Vineyard Ln,Afton,VA,22920,3702,Nelson
VA-W-15121,"Crooked Run Cellars, Inc.",Crooked Run Cellars,1685 Crooked Run Rd,Mount Jackson,VA,22842,2936,Shenandoah
VA-W-15122,"Saude Creek Vineyards, Llc", ,16230 Cooks Mill Rd,Lanexa,VA,23089,5116,New Kent
VA-W-15123,Frank Anthony Hymes & Pamela L. Hymes,Mountain View Vineyard,444 Signal Knob Dr,Strasburg,VA,22657,5251,Shenandoah
VA-W-15124,"Poulin Associates, Inc.",Aspen Dale Winery At The Barn,3180 Aspen Dale Ln,Delaplane,VA,20144,2017,Fauquier
VA-W-15125,"Devault Vineyards, L.L.C.", ,247 Station Ln,Concord,VA,24538,3059,Campbell
VA-W-15126,Narmada Winery Llc, ,43 Narmada Ln,Amissville,VA,20106,0,Culpeper
VA-W-15127,"Webster C. Hall Vineyards, Llc", ,2120 Webster Corner Rd,Callaway,VA,24067,2442,Franklin
VA-W-15128,"Chestnut Oak Vineyard, Llc", ,5050 Stony Point Rd,Barboursville,VA,22923,2125,Orange
VA-W-15129,Vint Hill Craft Winery Llc,Vint Hill Craft Winery,7150 Lineweaver Rd,Vint Hill Farms,VA,20187,0,Fauquier
VA-W-15130,"Bluestone Vineyard, Inc.",Bluestone Vineyard,4828 Spring Creek Rd,Bridgewater,VA,22812,0,Rockingham
VA-W-15131,"Annefield Plantation, Llc",Annefield Vineyards,3200 Sunny Side Rd,Saxe,VA,23967,5514,Charlotte
VA-W-15132,"Weston Farm Vineyard & Winery, Llc", ,206 Harris Creek Rd,Louisa,VA,23093,4202,Louisa
VA-W-15133,"Berry Hill Vineyard, L.L.C",Berry Hill Vineyard,466 Dearing Rd,Flint Hill,VA,22627,3002,Rappahannock
VA-W-15134,Byrd Cellars Llc, ,5847 River Rd W,Goochland,VA,23063,3314,Goochland
VA-W-15135,James K. Ramaker And Mitchell J. Ramaker,Ramulose Ridge Vineyards,3061 Hendricks Store Rd,Moneta,VA,24121,6197,Bedford
VA-W-15136,"Rdv Vineyards, Llc",Rdv Vineyards,2550 Delaplane Grade Rd,Delaplane,VA,20144,1959,Fauquier
VA-W-15137,"The Home Place Vineyard, Inc.", ,568 Rigney Cir,Chatham,VA,24531,0,Pittsylvania
VA-W-15138,"Molon Lave Vineyards And Winery, Llc", ,10075 Lees Mill Rd,Warrenton,VA,20186,8425,Fauquier
VA-W-15139,"Greenwood Vineyards, Llc", ,9050 Mountain Rd,Vernon Hill,VA,24597,3059,Halifax
VA-W-15140,"James Hanna, L.L.C.",Catoctin Creek Winery,14426 Richards Run Ln,Purcellville,VA,20132,3656,Loudoun
VA-W-15141,"Preston Ridge Winery And Brewing Co., Inc.",Preston Ridge Winery,4105 Preston Rd,Martinsville,VA,24112,0,Martinsville City
VA-W-15142,"Delaplane Cellars, Llc", ,2187 Winchester Rd,Delaplane,VA,20144,1734,Fauquier
VA-W-15143,Hume Vineyards Llc,Hume Vineyards,5396 Washwright Rd,Hume,VA,22639,1920,Fauquier
VA-W-15145,Furnace Mountain Vineyards Llc,Eight Chains North,38593 Daymont Ln,Waterford,VA,20197,1038,Loudoun
VA-W-15146,"Desert Rose Ranch And Winery, Llc",Desert Rose Ranch & Winery,13726 Hume Rd,Hume,VA,22639,1713,Fauquier
VA-W-15147,"Lazy Days Winery, Llc",Lazy Days Winery,1351 N Amherst Hwy,Amherst,VA,24521,4711,Amherst
VA-W-15148,"Glass House Winery, Llc",Glass House Winery,5898 Free Union Rd,Free Union,VA,22940,1804,Albemarle
VA-W-15149,"Kilaurwen Winery, Llc",Kilaurwen Winery,1543 Evergreen Church Rd,Stanardsville,VA,22973,3429,Greene
VA-W-15152,"Ducard Vineyards, Inc.",Ducard Vineyards,40 Gibson Hollow Ln,Etlan,VA,22719,0,Madison
VA-W-15153,"Firefly Hill Vineyards, Llc", ,4289 Northfork Rd,Elliston,VA,24087,0,Montgomery
VA-W-15154,"Veramar Vineyard, Llc",Veramar Vineyard,901 Quarry Rd,Berryville,VA,22611,0,Clarke
VA-W-15155,"Stinson Vineyards, Llc",Stinson Vineyards,4744 Sugar Hollow Rd,Crozet,VA,22932,2224,Albemarle
VA-W-15156,"Allison Building & Renovation Company, Inc.",Reynard Florence Vineyard,16109 Burnley Rd,Barboursville,VA,22923,8423,Orange
VA-W-15158,"Moss Vineyards, Llc",Moss Vineyards,,Nortonsville,VA,22935,0,Greene
VA-W-15159,"Ox-Eye Vineyards, Llc", ,847 Miller Farm Rd,Staunton,VA,24401,6001,Staunton City
VA-W-15161,"General's Ridge Vineyard, Llc",General's Ridge Vineyard,1618 Weldons Dr,Hague,VA,22469,2418,Westmoreland
VA-W-15162,"Pungo Ridge Winery, Llc",Pungo Ridge Winery,1665 Princess Anne Rd,Virginia Beach,VA,23456,5836,Virginia Beach City
VA-W-15163,"Stanburn Winery, Llc", ,,Stuart,VA,24171,0,Patrick
VA-W-15164,"Coleman Bridge 2008, Llc",Naked Mountain Winery,2747 Leeds Manor Rd,Markham,VA,22643,1715,Fauquier
VA-W-15165,"Krop Farms, Llc",Good Luck Cellars,1025 Goodluck Rd,Kilmarnock,VA,22482,0,Lancaster
VA-W-15166,"Cobbler Mountain Cellars, Llc",Cobbler Mountain Cellars,5909 Long Fall Ln,Delaplane,VA,20144,2172,Fauquier
VA-W-15167,Knights Gambit Llc,Knight's Gambit,2218 Lake Albermarle Rd,Charlottesville,VA,22901,0,Albemarle
VA-W-15168,Attimo Winery Llc, ,4071 Childress Rd,Christiansburg,VA,24073,5968,Montgomery
VA-W-15169,Castle Hill Cider Llc,Castle Hill Cider,6065 Turkey Sag Rd,Keswick,VA,22947,1613,Albemarle
VA-W-15170,Daniel K. Potter, ,12601 River Rd,Richmond,VA,23238,6139,Henrico
VA-W-15171,Capitol Vineyards Inc., ,3600 Sage Rd,Delaplane,VA,20144,2031,Fauquier
VA-W-15173,"Ankida Ridge Farm & Vineyard, L.L.C.",Ankida Ridge Vineyards,1304 Franklin Creek Rd,Amherst,VA,24521,3819,Amherst
VA-W-15174,29 Vines Llc, ,716 Wintergreen Dr,Purcellville,VA,20132,3289,Loudoun
VA-W-15176,"Mt. Vale Vineyards, Llc", ,3222 Meadow Creek Rd,Galax,VA,24333,4663,Galax City
VA-W-15177,"Morais Vineyards And Winery, Inc.",Morais Vineyards And Winery,11409 Marsh Rd,Bealeton,VA,22712,7040,Fauquier
VA-W-15178,"Little Washington Winery, Llc",Little Washington Winery,72 Christmas Tree Ln,Washington,VA,22747,0,Rappahannock
VA-W-15179,Hunters Run Wine Barn Llc,Hunters Run,40325 Charlestown Pike,Hamilton,VA,20158,3217,Loudoun
VA-W-15180,"Pippin Hill Farm And Vineyards, Llc",Pippin Hill Farm And Vineyards,5022 Plank Rd,North Garden,VA,22959,0,Albemarle
VA-W-15181,"Beliveau Estate Vineyard And Winery, Llc",Beliveau Estate Winery,5415 Gallion Ridge Rd,Blacksburg,VA,24060,559,Montgomery
VA-W-15182,Eric Trump Wine Manufacturing Llc,Kluge Estate Winery & Vineyard,3740 Blenheim Rd,Charlottesville,VA,22902,0,Charlottesville City
VA-W-15185,"Potter's Craft, Llc",Potter's Craft,4699-B Catterton Rd,Free Union,VA,22940,0,Albemarle
VA-W-15186,"The Winery At Bull Run, Llc",The Winery At Bull Run,15950 Lee Hwy,Centreville,VA,20120,0,Fairfax
VA-W-152,"Stillhouse Vineyards, Llc",Philip Carter Winery,4366 Stillhouse Rd,Hume,VA,22639,1825,Fauquier
VA-W-153,"Cardinal Point, Incorporated",Cardinal Point Vineyard,9429 Batesville Rd,Afton,VA,22920,2661,Nelson
VA-W-154,"Pearmund Cellars, Llc",Pearmund Cellars,6190a Georgetown Rd,Broad Run,VA,20137,2044,Fauquier
VA-W-156,"Mediterranean Cellars, Llc", ,8295 Falcon Glen Rd,Warrenton,VA,20186,9642,Fauquier
VA-W-158,Continental Commercial Corp.,Hillsborough Vineyards,36716 Charles Town Pike,Purcellville,VA,20132,2743,Loudoun
VA-W-159,"Three Fox Ventures, Ltd.",Three Fox Vineyards,Three Fox Lane,Delaplane,VA,20144,0,Fauquier
VA-W-160,Robert M. & Francesca Giardina,Bloxom Vineyard,26130 Mason Rd,Bloxom,VA,23308,2639,Accomack
VA-W-160,"Mattaponi Winery, Inc.",Mattaponi Winery,7530 Morris Rd,Spotsylvania,VA,22553,2779,Spotsylvania
VA-W-161,"Woodland Vineyard Farm Winery, Llc",Woodland Vineyard,15501 Genito Rd,Midlothian,VA,23112,5115,Chesterfield
VA-W-162,"Hummel Vineyards, Ltd",Hummel Vineyards,1005 Panorama Rd,Montross,VA,22520,2609,Westmoreland
VA-W-163,Corcoran Vineyards L.L.C.,Corcoran Vineyards,14635 Corkys Farm Ln,Waterford,VA,20197,1628,Loudoun
VA-W-164,Fred D. & Drema K. Sylvester,White Rock Vineyards & Winery,2117 Bruno Dr,Goodview,VA,24095,2974,Bedford
VA-W-165,"Gioiosa Vineyards, Llc",Lewis Gioiosa Vineyards,1890 Poindexter Rd,Louisa,VA,23093,3008,Louisa
VA-W-166,"Owen L. Cox, Jr",Davis Valley Winery,1167 Davis Valley Rd,Rural Retreat,VA,24368,2830,Wythe
VA-W-168,"Belle Mount Vineyards, Inc",Belle Mount Vineyards,2570 Newland Rd,Warsaw,VA,22572,3113,Richmond
VA-W-20006,Thistle Gate Vineyard Llc, ,5199 W River Rd,Scottsville,VA,24590,4665,Fluvanna
VA-W-20025,"White Oak Mtn Meadery, Llc", ,340 E Store Lane,Chatham,VA,24531,0, 
VA-W-20061,"Willowcroft Farm Vineyards, Inc.",Willowcroft Farm Vineyards,38906 Mt. Gilead Rd,Leesburg,VA,20175,6721,Loudoun
VA-W-20135,"Powell Girls Farm, Llc",Three Sisters Of Shiney Rock,5484 Shiney Rock Rd,Clarksville,VA,23927,3809,Mecklenburg
VA-W-20173,"Two Twisted Posts Winery, Llc",Two Twisted Posts Winery,12970 Harpers Ferry Rd,Purcellville,VA,20132,2627,Loudoun
VA-W-20175,Skippers Creek Vineyard Llc, ,965 Rocky Ford Rd,Powhatan,VA,23139,7204, 
VA-W-20250,Jump Mountain Vineyard Llc,Jump Mountain Vineyard,1493 Walkers Creek Rd,Rockbridge Baths,VA,24473,2110, 
VA-W-20321,"Jacey Vineyard, Lc", ,619 Train Ln,Wicomico Church,VA,22579,0,Northumberland
VA-W-20353,"The Hunt's Family Vineyard, Llc",Hunt's Vineyard,57 Hawkins Pond Ln,Stuarts Draft,VA,24477,4527,Augusta
VA-W-20369,Madison County Wines Llc,Sweely Estate Winery,6109 Wolftown Hood Rd,Madison,VA,22727,2582,Madison
VA-W-20391,"Taylorstown Tavern And Vineyard, Llc",Creeks Edge Winery,41255 Annas Ln,Lovettsville,VA,20180,2280,Loudoun
VA-W-20404,"Murcielago, Llc", ,6903 Blenheim Rd,Scottsville,VA,24590,3972,Albemarle
VA-W-20410,De Rustica Llc,De Rustica Meadery,17256 Berkshire Dr,Jeffersonton,VA,22724,1701,Culpeper
VA-W-20429,"Stone Tower Winery, Llc",Stone Tower Winery,19925 Hogback Mountain Rd,Leesburg,VA,20175,6752, 
VA-W-23,"Meredyth Vineyards, L.P.",Meredyth Vineyards,Route 628,Middleburg,VA,20118,0,Loudoun
VA-W-24,"La Abra Farm & Winery, Inc.", ,1362 Fortunes Cove Ln,Lovingston,VA,22949,2226,Nelson
VA-W-25,"Shenandoah Vineyards, Inc.",Shenandoah Vineyards,3659 S Ox Rd,Edinburg,VA,22824,3624,Shenandoah
VA-W-27,"Chateau Morrisette, Inc.",Chateau Morrisette,Milepost 171.5 Blue Ridge Parkway,Meadows Of Dan,VA,24120,0,Patrick
VA-W-30,"Barboursville Winery, Inc.", ,17655 Winery Rd,Barboursville,VA,22923,8321,Orange
VA-W-32,"Ingleside Plantation, Inc.", ,5872 Leedstown Rd,Oak Grove,VA,22443,5424,Westmoreland
VA-W-46,"Stonewall Vineyards, Inc.",Stonewall Vineyards,271 Winery Ln,Concord,VA,24538,3387,Campbell
VA-W-48,John Gerba,Guilford Ridge Vineyard,328 Running Pines Rd,Luray,VA,22835,4260,Page
VA-W-56,"Burnley Vineyards, Inc", ,4500 Winery Ln,Barboursville,VA,22923,1833,Albemarle
VA-W-58,"Autumn Hill Vineyards, Inc.", ,301 River Dr,Stanardsville,VA,22973,3525,Greene
VA-W-60,Jefferson Vineyards Limited Partnership, ,1353 Thomas Jefferson Pkwy,Charlottesville,VA,22902,7518,Albemarle
VA-W-61,"Rose River Winery, Inc.",Rose River Vineyards,348 Finks Hollow Ln,Syria,VA,22743,4327,Madison
VA-W-63,"Williamsburg Winery, Ltd", ,One Winery Avenue,Culpeper,VA,22701,0,Culpeper
VA-W-64,"Sarle, Charles R.",Deer Meadow Vineyard,199 Vintage Ln,Winchester,VA,22602,3247,Frederick
VA-W-67,Linden Vineyards Ltd.,Linden Vineyards,3708 Harrels Corner Rd,Linden,VA,22642,1839,Fauquier
VA-W-71,"The Williamsburg Winery, Ltd.",The Williamsburg Winery,5800 Wessex Hundred,Williamsburg,VA,23185,8063,James City
VA-W-72,"Tomahawk Enterprises, Inc.",Tomahawk Mill Winery,9221 Anderson Mill Rd,Chatham,VA,24531,3851,Pittsylvania
VA-W-75,"Hartwood Winery, Inc.",Hartwood Winery,345 Hartwood Rd,Fredericksburg,VA,22406,4205,Stafford
VA-W-81,"Lake Anna Winery, Inc.",Lake Anna Winery,5621 Courthouse Rd,Spotsylvania,VA,22553,6100,Spotsylvania
VA-W-88,"Rockbridge Vineyard, Inc.", ,35 Hillview Lane,Raphine,VA,24472,2403,Rockbridge
VA-W-89,"Valley View Farm, L.P.",Swedenburg Winery,23595 Winery Ln,Middleburg,VA,20117,2847,Loudoun
VA-W-90,Albert M. & Cheryle G. Kellert,Gray Ghost Vineyards,14706 Lee Hwy,Amissville,VA,20106,4226,Rappahannock
VA-W-91,"Horton Vineyards, Inc.", ,6399 Spottswood Trl,Gordonsville,VA,22942,0,Orange
VA-W-93,"Champ Cellars, Inc.",White Hall Vineyards,5282 Sugar Ridge Rd,White Hall,VA,22987,0,Albemarle
VA-W-96,"Grayhaven Winery, L.C.", ,4675 E Grey Fox Cir,Gum Spring,VA,23065,2165,Goochland
VA-W-98,"Villa Appalaccia Winery, Inc.",Villa Appalaccia Winery,752 Rock Castle Gorge,Floyd,VA,24091,4096,Patrick
VT-W-10,Flag Hill Farm Inc., ,135 Ewing Rd,Vershire,VT,5079,0,Orange
VT-W-12,Grand View Winery Ltd. Co., ,Max Gray Rd,East Calais,VT,5650,0,Washington
VT-W-14,"Snow Farm Winery, Llc",Snow Farm Vineyard,190 W Shore Rd,South Hero,VT,5486,4617,Grand Isle
VT-W-15000,"Honora Winery & Vineyard, Inc.", ,1950 Collins Rd,West Halifax,VT,5358,0,Windham
VT-W-15001,"Boyden Valley Winery, Llc",Boyden Valley Winery,64 Vermont Route 104,Cambridge,VT,5444,9811,Chittenden
VT-W-15002,"Calendonia Winery, Inc.",Caledonia Winery,46 Buffalo Mountain Commons Dr,Hardwick,VT,5843,0,Caledonia
VT-W-15003,"Fresh Tracks Farm, Llc",Fresh Tracks Farm,4373 Vt Rte 12,Berlin,VT,5602,9679,Washington
VT-W-15004,"Champlain Valley Vineyards, Llc",Champlain Valley Vineyards,3415 Stage Rd,Benson,VT,5731,0,Rutland
VT-W-15005,Lincoln Peak Vineyard Llc,Lincoln Peak Vineyard,142 River Rd,New Haven,VT,5472,4021,Addison
VT-W-15006,Dennis K. Brown Jr. & Amy Sue Ray,Whaleback Vineyard,202 Old Lake Rd,Poultney,VT,5764,9150,Rutland
VT-W-15007,John And Katherine Mccann,North Branch Vineyards,82 Trillium Hl,Montpelier,VT,5602,0,Washington
VT-W-15009,"Neshobe River Winery, Llc",Neshobe River Winery,79 Stone Mill Dam Rd,Brandon,VT,5733,8945,Rutland
VT-W-15010,Eden Ice Cider Company, ,1023 Sanderson Hill Rd,West Charleston,VT,5872,9629,Orleans
VT-W-15012,"East Shore Vineyard, Llc", ,6308 Shelburne Rd,Shelburne,VT,5482,4437,Chittenden
VT-W-15013,Three Sisters Vineyard Llp, ,3765 South Rd,Bradford,VT,5033,0,Orange
VT-W-15014,"Hillis' Sugarbush Farm And Vineyard, Llc",Hillis' Sugarbush Farm And Vineyard,206 Sugarbush Farm Rd,Colchester,VT,5446,7518,Chittenden
VT-W-15015,"Artesano, Llc", ,1334 Scott Hwy,Groton,VT,5046,5739,Caledonia
VT-W-15017,Otter Valley Winery Corporation,Otter Valley Winery,1246 Franklin St,Brandon,VT,5733,9785,Rutland
VT-W-15018,Hall Home Place Llc,Hall Home Place,4445 Main St,Isle La Motte,VT,5463,9839,Grand Isle
VT-W-15019,Deirdre Heekin & Caleb Barber,La Garagista,1834 Mt. Hunger Rd,Barnard,VT,5031,0,Windsor
VT-W-15020,"Stephen Tremblay, Rebekah Whitehurst",Cloud North Winery,3433 Route 7,Ferrisburg,VT,5456,9601,Addison
VT-W-15021,"Whetstone Cider Works, Llc",Whetstone Ciderworks,1073 Macarthur Rd,Marlboro,VT,5344,0,Windham
VT-W-15022,Shoreham Winery Co.,Shoreham Winery,3442 Rte 22a,Shoreham,VT,5770,0,Addison
VT-W-15023,"Champlain Orchards, Inc.", ,3597 Route 74 W,Shoreham,VT,5770,9678,Addison
VT-W-15024,Huntington River Vineyard Llc,Huntington River Vineyard,344 Moody Rd,Huntington,VT,5462,9505,Chittenden
VT-W-15026,"Forbidden Orchards, Llc", ,162 Jimmo Dr,Colchester,VT,5446,7957,Chittenden
VT-W-15027,"Green Mountain Vineyards, Inc.",Green Mountain Vineyards,554 Lavigne Hill Rd,Hinesburg,VT,5461,9509,Chittenden
VT-W-15028,"Marn, Llc",Due North Vineyard,Winery Dr,Franklin,VT,5457,0,Franklin
VT-W-17,"Shelburne Vineyard, Llc", ,6308 Shelburne Rd,Shelburne,VT,5482,0,Chittenden
VT-W-18,"Putney Mountain Winery, Llp",Putney Mountain Winery,8 Bellow Falls Rd,Putney,VT,5346,0,Windham
VT-W-19,"Pelkey & Hogans Charlotte Village Winery, Inc.",Charlotte Village Winery,3968 Greenbush Rd,Charlotte,VT,5445,9306,Chittenden
VT-W-20,"Vermont Hard Cider Company, Llc",Green Mountain Beverage,153 Pond Ln,Middlebury,VT,5753,1190,Addison
VT-W-20215,"Citizen Cider, Llc",Citizen Cider,6 B Laurette Dr,Essex,VT,5452,4006,Chittenden
WI-W-15000,Chateau St Croix Winery & Vineyard Llc, ,1998 State Road 87,St Croix Falls,WI,54024,7938,Polk
WI-W-15003,Lil'ole Winemaker Shoppe Llc, ,2200 Rookeryview Dr,Wausau,WI,54401,0,Marathon
WI-W-15005,"Autumn Harvest Winery, Llc",Autumn Harvest Winery,1607 170th St,Chippewa Falls,WI,54729,9666,Chippewa
WI-W-15006,Scd Trading Llc,Trade River Winery,21115 Deer Ln,Grantsburg,WI,54840,0,Burnett
WI-W-15007,"Vernon Vineyards, Ltd",Vernon Vineyards,S 3457a Dahl Rd,Viroqua,WI,54665,0,Vernon
WI-W-15008,Dna Vintners Llc,Dna Vintners,420 S 15th St,La Crosse,WI,54601,4826,La Crosse
WI-W-15009,Galloway Company, ,601 S Commercial St,Neenah,WI,54956,3380,Winnebago
WI-W-15012,"Hookstone, Inc.",Hookstone Winery,10588 N Main St,Hayward,WI,54843,0,Sawyer
WI-W-15013,Northwoods Winery Llc,Munson Bridge Winery,W6462 Bridge Rd,Withee,WI,54498,8513,Clark
WI-W-15014,"Ledgestone Vineyards, Llc",Ledgestone Vineyards,6381 St Hwy 57,Greenleaf,WI,54126,0,Brown
WI-W-15016,"Parallel 44 Vineyard & Winery, Inc.",Parallel 44,N2185 Sleepy Hollow Rd,Kewaunee,WI,54216,9645,Kewaunee
WI-W-15018,"Sinnipee Valley Vineyard, Llc",Sinnipee Valley Vineyard,4547 Timber Ln,Kieler,WI,53812,0,Grant
WI-W-15019,"Von Stiehl Winery, Ltd",Captain's Walk Winery,345 S Adams St,Green Bay,WI,54301,4515,Brown
WI-W-15020,"Seven Hawks Vineyards, Llc", ,S3040 State Hwy 35,Fountain City,WI,54629,0,Buffalo
WI-W-15021,Staller Estate Vineyard And Winery Llc, ,W8896 County Hwy A,Delavan,WI,53115,0,Walworth
WI-W-15022,Pine River Winery Llc,Pine River Winery,N4070 30th Dr,Pine River,WI,54965,8210,Waushara
WI-W-15024,"Quinney Estate Winery, Llc",Quinney Estate Winery,N3332 Cth 55,Chilton,WI,53014,0,Calumet
WI-W-15025,"Whispering Winds Winery, Llc", ,13541 Blue School Rd,Fennimore,WI,53809,9741,Grant
WI-W-15026,Valley Vineyard Ltd,Valley Vineyard,W10415 521st Ave,Prescott,WI,54021,7639,Pierce
WI-W-15027,"Maiden Wines, Llc",Maiden Wines,N2025 385th St,Maiden Rock,WI,54750,8247,Pierce
WI-W-15028,"Maiden Rock Winery & Cidery, Llc",Maiden Rock Winery & Cidery,W12266 King Ln,Stockholm,WI,54769,5910,Pepin
WI-W-15030,Bauer-Kearns Winery Llc,Bauer-Kearns Winery,19245 W Mound Rd,Platteville,WI,53818,9218,Grant
WI-W-15031,"Northleaf Winery, Llc", ,232 S Janesville St,Milton,WI,53563,1529,Rock
WI-W-15032,"River Bend Vineyard And Winery, Llc", ,10439 33rd Ave,Chippewa Falls,WI,54729,5760,Chippewa
WI-W-15033,"Vines To Cellar, Inc.",Vines To Cellar,114 E Main St,Port Washington,WI,53074,1914,Ozaukee
WI-W-15034,Brian D. Zeller,The Wine Zeller,909 S Silverbrok Dr,West Bend,WI,53095,4527,Washington
WI-W-15038,"O'neil Creek Winery, Llc",O'neil Creek Winery,15369 82nd St,Bloomer,WI,54724,4517,Chippewa
WI-W-15039,"Cap-N-Cork's, Llc", ,3188 London Rd,Eau Claire,WI,54701,6834,Eau Claire
WI-W-15040,"Zydeco Cyder Company, Inc.", ,15662 County Hwy I,Viola,WI,54664,8918,Richland
WI-W-15041,Two Brothers Wines Llc, ,125 Oakton Ave,Pewaukee,WI,53072,3451,Waukesha
WI-W-15042,Jeanette Larson,Autumn Winery,1385 220th Ave,Milltown,WI,54858,2802,Polk
WI-W-15043,Spurgeon Vineyards & Winery Llc,Spurgeon Vineyards & Winery,16008 Pine Tree Road,Highland,WI,53543,9602,Iowa
WI-W-15044,Jackson Wine Llc,Studio Winery,401 Sheridan Springs Rd,Lake Geneva,WI,53147,9685,Walworth
WI-W-15045,"Danzinger Vineyards, Llc",Danzinger Vineyards,S2015 Grapeview Ln,Alma,WI,54610,0,Buffalo
WI-W-15046,"Coldspring Of Wisconsin, Llc",Coldspring Vineyard,1033 Plat Rd,Hubertus,WI,53033,9736,Washington
WI-W-15047,Landta Wines Llc, ,4932 E 2nd St,Superior,WI,54880,4307,Douglas
WI-W-15049,Winesitter Brewhouse Llc,The Winesitters,205 S Holmen Dr,Holmen,WI,54636,5403,La Crosse
WI-W-15050,"Sugar Creek Winery, L.L.C.",Sugar Creek Winery,13418 Chellevold Rd,Ferryville,WI,54628,0,Crawford
WI-W-15051,"Harbor Ridge Winery, Llc",Harbor Ridge Winery,4690 Rainbow Ridge Ct,Egg Harbor,WI,54209,9558,Door
WI-W-15053,"The Rum Tree, Inc.",Grandpa Fro's Invention Farm & Country Winery,W1863 State Highway 64,White Lake,WI,54491,9567,Langlade
WI-W-15054,"West Prairie Winery, Llc",West Prairie Winery,W25189 State Hwy,Trempealeau,WI,54661,0,Trempealeau
WI-W-15055,Armstrong Apples Llc,Armstrong Apples,W853 County Rd,Campbellsport,WI,53010,1411,Fond Du Lac
WI-W-15056,Vetro Winery Llc,Vetro Winery,1414 Vino Ln,Jefferson,WI,53549,0,Jefferson
WI-W-15057,"Fermenting Cellars, Llc",Fermenting Cellars,2004 W Manogue Rd,Janesville,WI,53545,9559,Rock
WI-W-15058,"S & J Winery, Llc", ,,Warrens,WI,54666,0,Monroe
WI-W-15059,"Van Price Innovations, Llc", ,W9091 County Rd,Antigo,WI,54409,9114,Langlade
WI-W-15060,"Infinity Beverages, Llc",Infinity Beverages,800 Wisconsin St,Eau Claire,WI,54703,0,Eau Claire
WI-W-15061,"Island Orchard Cider, Llc",Island Orchard,12040 Garrett Bay Rd,Ellison Bay,WI,54210,0,Door
WI-W-15062,Sandstone Ridge Vineyard & Winery Llc, ,N11601 Kaas Rd,Osseo,WI,54758,0,Trempealeau
WI-W-15064,Fawn Creek Winery Llc,Fawn Creek Winery,3619 13th Ave,Wisconsin Dells,WI,53965,8973,Columbia
WI-W-15065,"The Chiselled Grape Winery, Llc",The Chiselled Grape Winery,1206 Lakefield Rd,Grafton,WI,53024,9714,Ozaukee
WI-W-15067,"Fisher King Winery, Llc",Fisher King Winery,102 W Main St,Mount Horeb,WI,53572,1913,Dane
WI-W-20002,The Wine Vineyard Llc,Lewis Station Winery,217 N Main St,Lake Mills,WI,53551,1610,Jefferson
WI-W-20056,"Mountain Bay Winery, Ltd.",Mountain Bay Winery,103 Jones Ave,Hatley,WI,54440,9707,Marathon
WI-W-20078,"Musetta Winery, Llc", ,1806 Industrial Park Dr,Pepin,WI,54759,0,Pepin
WI-W-20200,Callowco Llc,Forgotten Fire Winery,N2393 Schacht Rd,Marinette,WI,54143,9735,Marinette
WI-W-20260,Piepertk Llc,Pieper Porch Winery & Vineyard,S 67 W28435 River Rd,Waukesha,WI,53189,0,Waukesha
WI-W-20300,"Fresar, Inc.",Fresar,197 N Main St,Rosholt,WI,54473,9741,Portage
WI-W-32,"Fruit Of The Woods Wine Cellar, Inc.",Three Lakes Winery,6971 Gogebic St,Three Lakes,WI,54562,0,Vilas
WI-W-34,"Wollersheim Winery, Inc",Wollersheim Winery,7876 Highway 188,Prairie Du Sac,WI,53578,0,Sauk
WI-W-45,"Von Stiehl Winery, Ltd.",Von Stiehl Winery,115 Navarino St,Algoma,WI,54201,1246,Kewaunee
WI-W-53,C & N Corporation,Door Peninsula Winery,5806 Highway 42 N,Sturgeon Bay,WI,54235,0,Door
WI-W-57,"Woodland Trail Beverage Company, Inc.",Woodland Trail Winery,17153 Big Hill Rd,Lakewood,WI,54138,9676,Oconto
